,Unnamed: 0,Make,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Width,Body_Type,Kerb_Weight,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Clock,Fuel-lid_Opener,Handbrake,Instrument_Console,Third_Row_AC_Vents,Ventilation_System,Airbags,Number_of_Airbags,Parking_Assistance,Seat_Height_Adjustment,Length_new,Average_Mileage
42,42,Datsun,594464.0,1198.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1636.0,Hatchback,864.0,5.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,Remote,78PS@5000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,"Heater, Manual Air conditioning with cooling and heating","Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3119.0,20.1
43,43,Datsun,618015.0,1198.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1636.0,Hatchback,864.0,5.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,Remote,78PS@5000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,"Heater, Manual Air conditioning with cooling and heating","Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3119.0,20.35
44,44,Maruti Suzuki,422444.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,830.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Manual,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3012.5,23.05
45,45,Maruti Suzuki,480670.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,CNG,1600.0,Hatchback,915.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,59bhp@6000rpm,Fabric,Manual,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3060.0,43.91912629757774
46,46,Hyundai,429990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,Only Front Windows,Remote,69PS@5500rpm,Fabric,Manual,2.0,Not on offer,2 years / Unlimited Kms,Analog,"With Remote, Internal",Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,20.3
47,47,Hyundai,503990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,Remote,69PS@5500rpm,Fabric,Manual,1.0,Not on offer,2 years / Unlimited Kms,Analog,"With Remote, Internal",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,20.3
48,48,Hyundai,547990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,CNG,1645.0,Hatchback,1391.3889515219842,5.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,Remote,59PS@5500RPM,Fabric,Manual,1.0,Not on offer,2 years / Unlimited Kms,Analog,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,43.91912629757774
49,49,Hyundai,530990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,155/80 R13,155/80 R13,Electric Power,All Windows,Remote,69PS@5500rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,20.3
50,50,Hyundai,512990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,Remote,69PS@5500rpm,Fabric,Manual,1.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,20.3
51,51,Hyundai,578990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,CNG,1645.0,Hatchback,1391.3889515219842,5.0,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,Remote,59PS@5500RPM,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Manual,Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,43.91912629757774
52,52,Hyundai,570990.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,All Windows,Remote,69PS@5500rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3005.0,20.3
53,53,Hyundai,556490.0,1086.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1645.0,Hatchback,1391.3889515219842,5.0,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,Remote,69PS@5500rpm,Fabric,Manual,1.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Analog,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors,Manual Adjustment,3005.0,20.3
54,54,Tata,460000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1677.0,Hatchback,935.0,5.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,155/80 R13,155/80 R13,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Manual,2.0,Not on offer,"2 Years / 75,000 KM (whichever is earlier)",Digital,"With Remote, Internal",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3082.5,23.0
55,55,Tata,520000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3073.0,23.42
56,56,Tata,570000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3073.0,23.42
57,57,Tata,599000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3073.0,23.42
58,58,Tata,610000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in","2 Years / 75,000 KM (whichever is earlier)",Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Front and rear sensors,Manual Adjustment,3073.0,23.42
59,59,Tata,620000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3073.0,23.92
60,60,Tata,649000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,175/60 R15,175/60 R15,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3073.0,23.92
61,61,Tata,660000.0,1199.0,3.0,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35.0,Petrol,1647.0,Hatchback,930.0,5.0,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,185/60R15,175/60 R15,Electric Power,All Windows,Remote,86PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,"Internal, With Remote",Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3073.0,23.92
62,62,Maruti Suzuki,481074.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Manual,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3012.5,23.05
63,63,Maruti Suzuki,475198.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Manual,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3012.5,23.05
64,64,Maruti Suzuki,518198.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Automatic,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3012.5,23.05
65,65,Maruti Suzuki,524074.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Automatic,1.9927140255009108,Not on offer,2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3012.5,23.05
66,66,Maruti Suzuki,499734.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3012.5,23.05
67,67,Maruti Suzuki,540350.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3012.5,23.05
68,68,Maruti Suzuki,542735.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,Driver frontal airbag,1.0,Rear sensors,Manual Adjustment,3012.5,23.05
69,69,Maruti Suzuki,552350.0,998.0,3.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1600.0,Hatchback,810.0,5.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,Remote,68PS@6000rpm,Fabric,Automatic,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",2 years /40000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3012.5,23.05
70,70,Maruti Suzuki,713898.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,860.0,5.891797556719022,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,All Windows,Remote,83PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,"Heater, Fully automatic climate control","Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,20.89
71,71,Maruti Suzuki,666898.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,860.0,5.891797556719022,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,All Windows,Remote,83PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,"Heater, Fully automatic climate control","Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,20.89
72,72,Maruti Suzuki,607841.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,825.0,5.0,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,All Windows,Remote,83PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,20.89
73,73,Maruti Suzuki,560841.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,825.0,5.0,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,All Windows,Remote,83PS@6000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,20.89
74,74,Maruti Suzuki,483320.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,825.0,5.891797556719022,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,Only Front Windows,Remote,83PS@6000rpm,Fabric,Manual,2.0,Not on offer,2 years / Unlimited Kms,Digital,Manual,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,20.89
75,75,Maruti Suzuki,630320.0,1197.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32.0,Petrol,1690.0,Hatchback,1391.3889515219842,5.891797556719022,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/65R 15,175/65R 15,Electric Power,All Windows,Remote,83PS@6000rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3067.5,17.995
